order_id,customer_id,order_date,amount
129,43,2022-05-14,3221.86
130,34,2022-06-15,3732.03
131,71,2023-12-24,2195.67
132,2,2022-04-25,468.69
133,114,2023-12-09,4529.25
134,70,2022-02-06,4189.52
135,75,2023-07-20,825.66
136,17,2022-02-12,1610.47
137,116,2022-02-10,4504.73
138,27,2023-11-30,1322.7
139,14,2022-12-29,3922.57
140,114,2023-02-21,4871.8
141,96,2022-06-08,4636.24
142,31,2022-06-16,4883.41
143,104,2022-07-01,4418.94
144,4,2022-07-03,3709.17
145,43,2023-02-26,4030.95
146,111,2022-09-12,1407.35
147,101,2023-12-20,629.67
148,112,2022-02-09,4307.11
149,29,2022-07-24,4101.27
150,59,2022-12-25,1595.44
151,102,2022-08-22,1192.33
152,85,2022-07-17,2052.48
153,36,2022-03-13,4837.76
154,36,2022-12-26,3243.26
155,52,2023-11-27,4907.63
156,69,2022-12-06,4702.26
157,15,2022-09-25,974.98
158,34,2022-02-09,631.17
159,56,2022-12-20,3669.87
160,41,2023-03-23,3070.42
161,66,2022-04-29,1987.46
162,74,2022-07-14,1348.14
163,91,2023-03-23,108.29
164,119,2023-07-06,3465.6
165,95,2023-11-18,1065.47
166,56,2022-03-13,4749.48
167,118,2022-12-05,3153.46
168,85,2022-05-08,3626.8
169,39,2023-06-04,1615.49
170,53,2022-12-01,2071.76
171,38,2023-07-22,723.71
172,54,2023-11-12,4707.78
173,87,2022-06-28,3116.02
174,39,2023-02-20,2784.89
175,1,2022-11-08,1505.88
176,56,2023-08-17,3072.64
177,42,2023-04-22,2264.75
178,87,2022-08-07,2604.75
179,102,2022-06-23,3328.37
180,37,2023-06-12,3352.88
181,80,2022-12-10,557.6
182,97,2022-08-29,3396.7
183,29,2022-07-23,822.03
184,6,2022-09-08,4921.29
185,79,2022-03-16,2331.54
186,114,2023-10-07,2920.79
187,92,2023-12-15,1981.49
188,52,2022-09-07,823.1
189,89,2022-01-06,4474.03
190,111,2022-04-20,3914.26
191,29,2022-06-30,4040.14
192,90,2023-06-15,2376.29
193,72,2022-09-13,4595.6
194,16,2023-04-13,753.36
195,60,2023-11-15,2702.55
196,72,2023-09-02,1654.76
197,97,2023-03-30,3102.0
198,93,2023-06-01,2191.03
199,117,2023-07-16,2284.98
200,21,2023-05-02,2305.34
201,97,2022-09-11,4215.33
202,36,2023-06-18,2474.53
203,31,2022-10-09,2255.38
204,92,2022-10-20,1249.02
205,43,2022-11-24,4475.83
206,11,2022-05-22,839.07
207,50,2023-12-12,848.75
208,28,2022-03-07,2132.85
209,43,2023-07-10,2383.03
210,8,2022-07-31,4181.17
211,50,2023-08-22,4735.7
212,3,2023-08-13,1963.87
213,1,2022-12-27,1563.2
214,50,2023-03-06,2737.28
215,95,2023-07-14,4019.35
216,115,2022-08-14,2492.32
217,35,2023-03-23,2479.65
218,50,2022-12-11,3377.48
219,103,2023-02-19,3648.49
220,108,2023-04-24,4605.75
221,80,2023-07-01,232.14
222,51,2023-08-30,2865.52
223,4,2022-03-27,3249.47
224,18,2023-04-18,990.47
225,34,2023-01-24,1704.03
226,59,2022-12-01,1753.75
227,113,2023-01-24,1463.46
228,107,2023-03-08,1336.13
229,11,2023-04-27,194.98
230,70,2022-02-23,4999.55
231,45,2022-08-18,3285.71
232,100,2023-10-30,297.26
233,4,2022-09-11,1076.87
234,3,2023-09-29,846.67
235,17,2023-04-30,3380.35
236,73,2022-08-12,2378.67
237,33,2023-01-13,922.17
238,78,2022-04-28,3911.18
239,21,2022-11-15,629.68
240,4,2022-11-16,2921.4
241,117,2023-01-20,2043.61
242,92,2022-07-23,472.38
243,89,2023-10-05,1289.96
244,90,2022-11-05,4266.44
245,77,2022-05-04,4001.51
246,73,2022-02-12,1801.3
247,55,2023-11-09,1915.8
248,65,2023-10-26,1772.03
249,109,2023-03-07,4129.42
250,14,2023-03-20,4807.86
251,82,2023-04-16,3565.81
252,56,2022-06-30,3695.6
253,84,2022-10-04,3117.97
254,118,2023-07-06,3895.74
255,60,2023-03-23,4146.1
256,76,2022-10-02,1679.29
257,32,2022-03-30,1466.75
258,58,2022-09-07,3777.33
259,73,2023-09-17,3374.12
260,44,2022-01-30,2522.1
261,42,2022-07-06,2488.99
262,46,2022-09-22,1767.66
263,113,2023-09-03,3535.8
264,36,2023-07-24,149.74
265,25,2022-03-29,1282.64
266,53,2023-05-16,2820.36
267,31,2023-12-09,2432.86
268,92,2023-05-18,2296.06
269,3,2022-04-06,1541.75
270,52,2023-12-10,1292.2
271,85,2023-08-19,1908.2
272,71,2023-06-28,1784.41
273,96,2023-07-18,1720.88
274,90,2023-04-10,1427.49
275,33,2022-08-25,691.21
276,25,2022-11-20,685.82
277,69,2023-12-08,1007.23
278,28,2023-05-11,1454.85
279,76,2023-06-22,3024.27
280,13,2022-07-18,1551.61
281,47,2022-07-03,1581.11
282,91,2023-07-01,720.26
283,6,2022-02-25,2811.46
284,90,2022-05-10,3225.56
285,97,2023-05-18,602.68
286,2,2023-08-11,1493.26
287,62,2023-03-28,1769.46
288,7,2022-09-16,4711.21
289,62,2022-04-27,4128.37
290,52,2023-05-19,463.0
291,81,2023-12-04,362.68
292,20,2023-07-31,4750.72
293,11,2022-09-12,680.41
294,98,2023-03-03,3070.96
295,102,2023-09-26,1205.87
296,67,2023-01-25,2307.52
297,57,2022-11-01,4314.82
298,55,2022-11-09,2886.28
299,8,2023-09-17,4804.53
300,13,2022-08-01,3165.02
301,34,2023-11-08,497.82
302,31,2022-06-27,2804.76
303,21,2022-01-03,2101.74
304,89,2023-09-01,2402.57
305,5,2022-08-26,1511.71
306,37,2023-12-21,4312.07
307,10,2023-12-05,1243.78
308,34,2023-10-03,2989.97
309,103,2022-07-22,2183.18
310,70,2022-08-19,3273.41
311,117,2022-09-30,4150.49
312,10,2022-03-03,913.02
313,40,2023-09-02,3769.89
314,73,2022-10-23,2251.85
315,60,2023-12-07,1590.05
316,52,2022-10-06,2552.31
317,64,2023-03-25,494.17
318,6,2023-03-19,3699.22
319,78,2022-09-14,226.74
320,30,2023-11-22,4196.2
321,74,2023-08-25,4758.85
322,98,2023-11-20,4124.96
323,74,2022-02-11,3839.23
324,23,2023-04-27,2642.92
325,57,2022-10-12,989.3
326,75,2023-03-23,3210.45
327,63,2022-04-04,2403.05
328,53,2022-12-08,1673.19
329,14,2022-06-14,1716.04
330,89,2023-05-23,1512.27
331,52,2023-07-18,279.82
332,12,2022-11-19,1336.75
333,15,2023-02-18,4338.06
334,106,2022-01-02,3322.54
335,70,2023-04-19,2124.91
336,25,2023-06-15,1872.72
337,97,2023-05-26,3164.5
338,98,2022-02-22,1097.44
339,71,2022-05-15,4645.6
340,57,2023-12-17,2475.09
341,4,2023-10-08,3083.47
342,31,2023-12-28,876.05
343,71,2022-01-15,2806.03
344,12,2022-08-19,4962.06
345,117,2022-04-27,2361.09
346,16,2023-10-26,4177.5
347,64,2022-10-26,2593.47
348,35,2023-03-02,4190.15
349,61,2022-09-07,2338.25
350,19,2023-01-28,1033.99
351,77,2023-06-05,3756.83
352,18,2022-03-13,1453.61
353,102,2023-03-01,1765.39
354,101,2023-06-04,1409.15
355,1,2022-10-17,3657.65
356,108,2023-08-25,2941.62
357,85,2023-05-17,4339.78
358,58,2023-07-06,2473.27
359,43,2023-07-20,3838.08
360,49,2023-04-12,4670.98
361,112,2022-07-13,4905.8
362,31,2023-08-09,1976.56
363,110,2023-02-25,313.87
364,96,2023-04-30,3555.62
365,104,2023-01-26,1991.79
366,85,2023-10-30,4906.01
367,64,2022-02-07,718.61
368,76,2022-12-06,4361.53
369,112,2023-03-27,588.59
370,117,2023-04-13,175.2
371,19,2023-02-24,4367.57
372,20,2022-03-18,2400.5
373,34,2022-12-13,3153.97
374,51,2023-10-28,493.55
375,43,2023-11-22,4310.78
376,49,2022-11-21,3171.32
377,114,2023-05-15,4374.68
378,5,2023-09-25,435.26
379,81,2023-12-02,4612.55
380,30,2022-04-03,2226.46
381,13,2023-10-11,3549.07
382,13,2023-03-31,915.19
383,39,2022-01-30,325.36
384,102,2022-02-27,1537.5
385,48,2023-03-18,813.29
386,68,2023-02-26,2873.05
387,102,2022-07-04,932.92
388,11,2023-09-17,4367.11
389,80,2023-12-01,1280.07
390,117,2023-08-21,801.28
391,60,2023-10-16,1344.49
392,33,2023-11-14,146.05
393,103,2023-04-22,4515.93
394,87,2023-07-14,874.08
395,57,2022-12-20,4939.49
396,39,2023-10-17,4813.94
397,89,2022-09-14,2338.5
398,39,2022-07-23,4996.93
399,110,2023-05-10,622.6
400,49,2023-08-09,1858.9
401,38,2023-12-18,1546.63
402,107,2023-11-06,2039.45
403,2,2023-08-03,4338.83
404,100,2022-02-20,4562.02
405,96,2023-05-24,4180.91
406,116,2022-10-21,3901.13
407,30,2023-09-14,4029.47
408,29,2023-10-14,1031.65
409,33,2023-11-26,3802.33
410,99,2023-11-07,3436.19
411,18,2023-10-06,576.1
412,81,2023-10-24,293.17
413,101,2023-03-28,263.49
414,47,2022-05-15,541.65
415,38,2022-12-01,3762.66
416,23,2022-07-25,747.58
417,70,2023-01-10,2701.18
418,117,2022-10-07,4169.32
419,33,2023-05-09,4840.18
420,38,2022-12-13,4040.74
421,60,2022-03-19,789.71
422,29,2023-11-24,3648.66
423,51,2023-07-25,1892.3
424,102,2023-02-09,168.2
425,69,2022-05-07,2328.45
426,87,2023-11-20,1384.59
427,49,2023-10-16,4707.43
428,14,2023-11-23,1245.73
429,4,2023-09-27,4432.75
430,72,2022-12-02,4584.75
431,29,2023-10-26,409.76
432,106,2023-04-21,4556.0
433,39,2023-10-27,2100.65
434,18,2022-02-16,4736.68
435,39,2023-05-20,668.99
436,31,2023-07-05,764.75
437,59,2023-01-15,3385.38
438,96,2023-12-15,4735.27
439,54,2023-08-25,3737.12
440,20,2023-03-01,3309.12
441,107,2023-05-17,3116.7
442,36,2022-02-03,3482.38
443,28,2023-03-31,2279.01
444,31,2023-01-07,586.84
445,88,2023-01-12,2767.88
446,83,2023-01-03,396.7
447,36,2022-07-14,4844.21
448,109,2023-04-11,549.2
449,28,2023-10-20,3233.52
450,3,2022-02-21,3955.29
451,32,2022-05-09,3956.19
452,27,2022-03-12,4166.11
453,71,2022-08-01,2973.28
454,105,2022-08-27,1709.94
455,19,2023-09-03,113.89
456,110,2022-05-29,4938.88
457,70,2022-09-14,4012.72
458,15,2023-11-08,4345.59
459,17,2022-01-16,1855.39
460,101,2022-09-01,2985.38
461,3,2022-06-28,1400.3
462,17,2023-03-08,2677.82
463,96,2022-03-07,2433.61
464,100,2023-01-06,2614.87
465,14,2023-04-08,2568.81
466,79,2022-02-14,3663.49
467,117,2023-11-06,2655.11
468,59,2023-10-21,4823.73
469,8,2023-05-06,4251.76
470,55,2023-12-04,629.01
471,92,2023-03-31,460.1
472,11,2022-11-26,3080.66
473,9,2022-05-10,1447.58
474,82,2023-08-23,2786.95
475,42,2023-01-26,4973.68
476,68,2022-10-29,2323.21
477,78,2023-03-17,585.97
478,90,2022-04-28,4278.68
479,84,2023-07-19,3632.12
480,28,2023-03-17,2312.62
481,30,2023-02-28,1760.76
482,59,2023-02-13,2138.35
483,13,2022-11-17,2191.14
484,86,2022-09-19,1934.08
485,20,2023-12-05,4622.63
486,9,2022-04-04,4175.68
487,12,2023-03-19,573.17
488,95,2023-01-17,4077.67
489,72,2022-03-03,2973.68
490,72,2023-07-30,1715.27
491,16,2023-02-25,1832.63
492,86,2023-03-10,4353.65
493,93,2022-02-22,4845.15
494,77,2022-11-16,1823.07
495,74,2023-06-04,1142.42
496,85,2023-05-09,1198.8
497,14,2022-12-25,4242.33
498,48,2022-04-28,3836.77
499,74,2022-08-20,4055.38
500,109,2023-07-29,4875.28
